Date,Total page views (desktop),Total page views (mobile),Total page views (total),Total unique visitors (desktop),Total unique visitors (mobile),Total unique visitors (total),Sponsored followers,Organic followers,Total followers,Impressions (organic),Impressions (sponsored),Impressions (total),Unique impressions (organic),Clicks (organic),Clicks (sponsored),Clicks (total),Likes (organic),Likes (sponsored),Likes (total),Comments (organic),Comments (sponsored),Comments (total),Shares (organic),Shares (sponsored),Shares (total),Engagement rate (organic),Engagement rate (sponsored),Engagement rate (total)
2018-06-08,198.0,288.0,486.0,142.0,97.0,239.0,0.0,63.0,63.0,5313.0,0.0,5313.0,2393.0,55.0,55.0,0.0,20.0,0.0,20.0,0.0,0.0,0.0,1.0,0.0,1.0,0.014304536043666478,0.0,0.014304536043666478
2018-06-09,61.0,225.0,286.0,46.0,87.0,133.0,0.0,34.0,34.0,3486.0,0.0,3486.0,1669.0,35.0,35.0,0.0,15.0,0.0,15.0,0.0,0.0,0.0,1.0,0.0,1.0,0.014629948364888123,0.0,0.014629948364888123
2018-06-10,69.0,268.0,337.0,54.0,82.0,135.0,0.0,48.0,48.0,3535.0,0.0,3535.0,1653.0,39.0,39.0,0.0,18.0,0.0,18.0,0.0,0.0,0.0,1.0,0.0,1.0,0.01640735502121641,0.0,0.01640735502121641
2018-06-11,216.0,289.0,505.0,159.0,98.0,257.0,0.0,62.0,62.0,5349.0,0.0,5349.0,2306.0,47.0,47.0,0.0,8.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010282295756216114,0.0,0.010282295756216114
2018-06-12,256.0,363.0,619.0,179.0,112.0,290.0,0.0,73.0,73.0,4951.0,0.0,4951.0,2015.0,46.0,46.0,0.0,16.0,0.0,16.0,1.0,0.0,1.0,2.0,0.0,2.0,0.013128660876590587,0.0,0.013128660876590587
2018-06-13,212.0,340.0,552.0,165.0,104.0,269.0,0.0,75.0,75.0,4590.0,0.0,4590.0,1805.0,46.0,46.0,0.0,15.0,0.0,15.0,1.0,0.0,1.0,2.0,0.0,2.0,0.013943355119825708,0.0,0.013943355119825708
2018-06-14,230.0,351.0,581.0,172.0,113.0,285.0,0.0,61.0,61.0,3868.0,0.0,3868.0,1585.0,34.0,34.0,0.0,11.0,0.0,11.0,0.0,0.0,0.0,2.0,0.0,2.0,0.012150982419855223,0.0,0.012150982419855223
2018-06-15,142.0,323.0,465.0,103.0,102.0,204.0,0.0,38.0,38.0,2272.0,0.0,2272.0,1042.0,26.0,26.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,5.0,0.01584507042253521,0.0,0.01584507042253521
2018-06-16,60.0,257.0,317.0,47.0,87.0,134.0,0.0,38.0,38.0,1691.0,0.0,1691.0,785.0,32.0,32.0,0.0,5.0,0.0,5.0,-1.0,0.0,-1.0,3.0,0.0,3.0,0.023063276167947958,0.0,0.023063276167947958
2018-06-17,69.0,230.0,299.0,48.0,76.0,123.0,0.0,30.0,30.0,1487.0,0.0,1487.0,675.0,22.0,22.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01815736381977135,0.0,0.01815736381977135
2018-06-18,254.0,273.0,527.0,207.0,81.0,287.0,0.0,72.0,72.0,2658.0,0.0,2658.0,1210.0,37.0,37.0,0.0,11.0,0.0,11.0,0.0,0.0,0.0,1.0,0.0,1.0,0.018434913468773514,0.0,0.018434913468773514
2018-06-19,234.0,281.0,515.0,180.0,88.0,268.0,0.0,85.0,85.0,2896.0,0.0,2896.0,1366.0,23.0,23.0,0.0,15.0,0.0,15.0,0.0,0.0,0.0,1.0,0.0,1.0,0.013466850828729282,0.0,0.013466850828729282
2018-06-20,231.0,308.0,539.0,184.0,106.0,290.0,4.0,71.0,75.0,2434.0,0.0,2434.0,1143.0,34.0,34.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,2.0,0.016433853738701727,0.0,0.016433853738701727
2018-06-21,274.0,266.0,540.0,192.0,93.0,283.0,5.0,88.0,93.0,2190.0,0.0,2190.0,993.0,24.0,24.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015525114155251141,0.0,0.015525114155251141
2018-06-22,209.0,309.0,518.0,161.0,88.0,249.0,5.0,73.0,78.0,1648.0,0.0,1648.0,742.0,23.0,23.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016383495145631068,0.0,0.016383495145631068
2018-06-23,91.0,234.0,325.0,68.0,81.0,148.0,2.0,34.0,36.0,1045.0,0.0,1045.0,509.0,9.0,9.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.010526315789473684,0.0,0.010526315789473684
2018-06-24,72.0,218.0,290.0,57.0,77.0,134.0,0.0,36.0,36.0,999.0,0.0,999.0,476.0,12.0,12.0,0.0,8.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02002002002002002,0.0,0.02002002002002002
2018-06-25,243.0,241.0,484.0,169.0,89.0,258.0,3.0,64.0,67.0,1549.0,0.0,1549.0,735.0,10.0,10.0,0.0,9.0,0.0,9.0,1.0,0.0,1.0,0.0,0.0,0.0,0.012911555842479019,0.0,0.012911555842479019
2018-06-26,259.0,317.0,576.0,195.0,102.0,297.0,4.0,76.0,80.0,12626.0,0.0,12626.0,6320.0,248.0,248.0,0.0,38.0,0.0,38.0,0.0,0.0,0.0,4.0,0.0,4.0,0.022968477744337083,0.0,0.022968477744337083
2018-06-27,222.0,223.0,445.0,173.0,83.0,256.0,6.0,64.0,70.0,18293.0,0.0,18293.0,9339.0,345.0,345.0,0.0,52.0,0.0,52.0,0.0,0.0,0.0,3.0,0.0,3.0,0.02186628765101405,0.0,0.02186628765101405
2018-06-28,279.0,300.0,579.0,205.0,103.0,308.0,5.0,66.0,71.0,10344.0,0.0,10344.0,5652.0,143.0,143.0,0.0,26.0,0.0,26.0,0.0,0.0,0.0,2.0,0.0,2.0,0.016531322505800465,0.0,0.016531322505800465
2018-06-29,219.0,247.0,466.0,170.0,97.0,264.0,4.0,48.0,52.0,10041.0,0.0,10041.0,5556.0,290.0,290.0,0.0,85.0,0.0,85.0,3.0,0.0,3.0,4.0,0.0,4.0,0.03804401951996813,0.0,0.03804401951996813
2018-06-30,94.0,315.0,409.0,65.0,130.0,195.0,3.0,59.0,62.0,11418.0,0.0,11418.0,6972.0,451.0,451.0,0.0,148.0,0.0,148.0,2.0,0.0,2.0,11.0,0.0,11.0,0.053599579611140306,0.0,0.053599579611140306
2018-07-01,69.0,218.0,287.0,53.0,85.0,137.0,5.0,31.0,36.0,7141.0,0.0,7141.0,4469.0,226.0,226.0,0.0,56.0,0.0,56.0,1.0,0.0,1.0,4.0,0.0,4.0,0.04019044951687439,0.0,0.04019044951687439
2018-07-02,242.0,213.0,455.0,184.0,81.0,263.0,4.0,74.0,78.0,11805.0,0.0,11805.0,7036.0,307.0,307.0,0.0,109.0,0.0,109.0,4.0,0.0,4.0,10.0,0.0,10.0,0.03642524354087251,0.0,0.03642524354087251
2018-07-03,191.0,265.0,456.0,148.0,104.0,252.0,5.0,63.0,68.0,6208.0,0.0,6208.0,3545.0,110.0,110.0,0.0,36.0,0.0,36.0,0.0,0.0,0.0,5.0,0.0,5.0,0.024323453608247423,0.0,0.024323453608247423
2018-07-04,157.0,165.0,322.0,86.0,78.0,164.0,3.0,59.0,62.0,3030.0,0.0,3030.0,1787.0,74.0,74.0,0.0,19.0,0.0,19.0,2.0,0.0,2.0,2.0,0.0,2.0,0.032013201320132016,0.0,0.032013201320132016
2018-07-05,194.0,176.0,370.0,145.0,78.0,223.0,5.0,55.0,60.0,3730.0,0.0,3730.0,2284.0,84.0,84.0,0.0,25.0,0.0,25.0,1.0,0.0,1.0,0.0,0.0,0.0,0.029490616621983913,0.0,0.029490616621983913
2018-07-06,163.0,265.0,428.0,128.0,98.0,226.0,5.0,51.0,56.0,8977.0,0.0,8977.0,5609.0,189.0,189.0,0.0,62.0,0.0,62.0,2.0,0.0,2.0,8.0,0.0,8.0,0.029074300991422525,0.0,0.029074300991422525
2018-07-07,91.0,247.0,338.0,67.0,103.0,170.0,1.0,39.0,40.0,11792.0,0.0,11792.0,8173.0,250.0,250.0,0.0,112.0,0.0,112.0,2.0,0.0,2.0,4.0,0.0,4.0,0.031207598371777476,0.0,0.031207598371777476
2018-07-08,54.0,167.0,221.0,43.0,75.0,118.0,0.0,50.0,50.0,7883.0,0.0,7883.0,5474.0,123.0,123.0,0.0,44.0,0.0,44.0,0.0,0.0,0.0,3.0,0.0,3.0,0.02156539388557656,0.0,0.02156539388557656
2018-07-09,230.0,246.0,476.0,170.0,96.0,266.0,2.0,79.0,81.0,10565.0,0.0,10565.0,6949.0,151.0,151.0,0.0,63.0,0.0,63.0,2.0,0.0,2.0,4.0,0.0,4.0,0.02082347373402745,0.0,0.02082347373402745
2018-07-10,261.0,253.0,514.0,177.0,91.0,268.0,5.0,74.0,79.0,5808.0,0.0,5808.0,3495.0,92.0,92.0,0.0,34.0,0.0,34.0,0.0,0.0,0.0,1.0,0.0,1.0,0.021866391184573,0.0,0.021866391184573
2018-07-11,257.0,294.0,551.0,196.0,106.0,300.0,4.0,75.0,79.0,11342.0,0.0,11342.0,6890.0,198.0,198.0,0.0,66.0,0.0,66.0,4.0,0.0,4.0,6.0,0.0,6.0,0.02415799682595662,0.0,0.02415799682595662
2018-07-12,215.0,297.0,512.0,166.0,115.0,279.0,3.0,70.0,73.0,12447.0,0.0,12447.0,7779.0,184.0,184.0,0.0,82.0,0.0,82.0,5.0,0.0,5.0,2.0,0.0,2.0,0.02193299590262714,0.0,0.02193299590262714
2018-07-13,250.0,245.0,495.0,148.0,99.0,247.0,4.0,68.0,72.0,7525.0,0.0,7525.0,4715.0,128.0,128.0,0.0,40.0,0.0,40.0,2.0,0.0,2.0,3.0,0.0,3.0,0.022990033222591362,0.0,0.022990033222591362
2018-07-14,79.0,247.0,326.0,56.0,106.0,158.0,0.0,49.0,49.0,3953.0,0.0,3953.0,2423.0,65.0,65.0,0.0,19.0,0.0,19.0,0.0,0.0,0.0,2.0,0.0,2.0,0.021755628636478622,0.0,0.021755628636478622
2018-07-15,119.0,250.0,369.0,74.0,100.0,173.0,2.0,41.0,43.0,2846.0,0.0,2846.0,1587.0,46.0,46.0,0.0,18.0,0.0,18.0,0.0,0.0,0.0,2.0,0.0,2.0,0.023190442726633873,0.0,0.023190442726633873
2018-07-16,240.0,263.0,503.0,187.0,105.0,291.0,4.0,47.0,51.0,4218.0,0.0,4218.0,2328.0,44.0,44.0,0.0,14.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013750592697961118,0.0,0.013750592697961118
2018-07-17,229.0,201.0,430.0,160.0,90.0,249.0,3.0,57.0,60.0,3585.0,0.0,3585.0,1930.0,68.0,68.0,0.0,7.0,0.0,7.0,1.0,0.0,1.0,2.0,0.0,2.0,0.021757322175732216,0.0,0.021757322175732216
2018-07-18,272.0,313.0,585.0,184.0,119.0,302.0,5.0,69.0,74.0,3293.0,0.0,3293.0,1614.0,44.0,44.0,0.0,21.0,0.0,21.0,1.0,0.0,1.0,3.0,0.0,3.0,0.02095353780747039,0.0,0.02095353780747039
2018-07-19,246.0,207.0,453.0,175.0,91.0,266.0,7.0,49.0,56.0,2332.0,0.0,2332.0,1120.0,39.0,39.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,1.0,0.0,1.0,0.02144082332761578,0.0,0.02144082332761578
2018-07-20,189.0,232.0,421.0,149.0,97.0,246.0,3.0,47.0,50.0,1899.0,0.0,1899.0,896.0,23.0,23.0,0.0,8.0,0.0,8.0,1.0,0.0,1.0,1.0,0.0,1.0,0.017377567140600316,0.0,0.017377567140600316
2018-07-21,93.0,260.0,353.0,61.0,104.0,165.0,1.0,43.0,44.0,1476.0,0.0,1476.0,635.0,29.0,29.0,0.0,7.0,0.0,7.0,7.0,0.0,7.0,0.0,0.0,0.0,0.029132791327913278,0.0,0.029132791327913278
2018-07-22,61.0,182.0,243.0,51.0,79.0,130.0,2.0,35.0,37.0,1441.0,0.0,1441.0,676.0,17.0,17.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,1.0,0.015961138098542677,0.0,0.015961138098542677
2018-07-23,252.0,278.0,530.0,182.0,104.0,285.0,3.0,60.0,63.0,10469.0,0.0,10469.0,6464.0,95.0,95.0,0.0,78.0,0.0,78.0,4.0,0.0,4.0,9.0,0.0,9.0,0.017766739898748687,0.0,0.017766739898748687
2018-07-24,235.0,266.0,501.0,176.0,107.0,283.0,5.0,57.0,62.0,24470.0,0.0,24470.0,16553.0,231.0,231.0,0.0,183.0,0.0,183.0,9.0,0.0,9.0,7.0,0.0,7.0,0.017572537801389457,0.0,0.017572537801389457
2018-07-25,229.0,257.0,486.0,176.0,103.0,279.0,0.0,87.0,87.0,15100.0,0.0,15100.0,10159.0,141.0,141.0,0.0,106.0,0.0,106.0,4.0,0.0,4.0,4.0,0.0,4.0,0.016887417218543047,0.0,0.016887417218543047
2018-07-26,258.0,297.0,555.0,191.0,110.0,301.0,1.0,58.0,59.0,10860.0,0.0,10860.0,7265.0,121.0,121.0,0.0,66.0,0.0,66.0,7.0,0.0,7.0,0.0,0.0,0.0,0.017863720073664824,0.0,0.017863720073664824
2018-07-27,187.0,289.0,476.0,129.0,115.0,244.0,5.0,46.0,51.0,5690.0,0.0,5690.0,3780.0,88.0,88.0,0.0,32.0,0.0,32.0,2.0,0.0,2.0,1.0,0.0,1.0,0.021616871704745168,0.0,0.021616871704745168
2018-07-28,65.0,229.0,294.0,52.0,98.0,150.0,0.0,42.0,42.0,3822.0,0.0,3822.0,2411.0,73.0,73.0,0.0,24.0,0.0,24.0,3.0,0.0,3.0,0.0,0.0,0.0,0.026164311878597593,0.0,0.026164311878597593
2018-07-29,71.0,300.0,371.0,49.0,108.0,156.0,1.0,49.0,50.0,3629.0,0.0,3629.0,2280.0,58.0,58.0,0.0,21.0,0.0,21.0,0.0,0.0,0.0,2.0,0.0,2.0,0.02232019840176357,0.0,0.02232019840176357
2018-07-30,240.0,262.0,502.0,176.0,114.0,290.0,4.0,74.0,78.0,5316.0,0.0,5316.0,3336.0,67.0,67.0,0.0,31.0,0.0,31.0,-3.0,0.0,-3.0,1.0,0.0,1.0,0.01805869074492099,0.0,0.01805869074492099
2018-07-31,303.0,249.0,552.0,200.0,94.0,294.0,6.0,61.0,67.0,17210.0,0.0,17210.0,8690.0,193.0,193.0,0.0,62.0,0.0,62.0,0.0,0.0,0.0,12.0,0.0,12.0,0.015514235909355027,0.0,0.015514235909355027
2018-08-01,197.0,216.0,413.0,141.0,99.0,240.0,4.0,62.0,66.0,16942.0,0.0,16942.0,9125.0,223.0,223.0,0.0,68.0,0.0,68.0,0.0,0.0,0.0,6.0,0.0,6.0,0.017530397827883366,0.0,0.017530397827883366
2018-08-02,233.0,315.0,548.0,177.0,128.0,305.0,1.0,69.0,70.0,12182.0,0.0,12182.0,6740.0,135.0,135.0,0.0,56.0,0.0,56.0,7.0,0.0,7.0,3.0,0.0,3.0,0.01649975373501888,0.0,0.01649975373501888
2018-08-03,182.0,262.0,444.0,146.0,103.0,249.0,3.0,58.0,61.0,7869.0,0.0,7869.0,4442.0,83.0,83.0,0.0,33.0,0.0,33.0,0.0,0.0,0.0,2.0,0.0,2.0,0.014995552166730207,0.0,0.014995552166730207
2018-08-04,70.0,224.0,294.0,55.0,101.0,156.0,0.0,46.0,46.0,3494.0,0.0,3494.0,1908.0,36.0,36.0,0.0,16.0,0.0,16.0,0.0,0.0,0.0,1.0,0.0,1.0,0.015168860904407555,0.0,0.015168860904407555
2018-08-05,81.0,167.0,248.0,59.0,71.0,129.0,3.0,45.0,48.0,3320.0,0.0,3320.0,1847.0,47.0,47.0,0.0,13.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018072289156626505,0.0,0.018072289156626505
2018-08-06,238.0,267.0,505.0,169.0,100.0,269.0,4.0,80.0,84.0,14119.0,0.0,14119.0,8669.0,148.0,148.0,0.0,77.0,0.0,77.0,5.0,0.0,5.0,4.0,0.0,4.0,0.016573411714710672,0.0,0.016573411714710672
2018-08-07,297.0,360.0,657.0,205.0,123.0,326.0,10.0,77.0,87.0,14679.0,0.0,14679.0,9282.0,141.0,141.0,0.0,74.0,0.0,74.0,0.0,0.0,0.0,2.0,0.0,2.0,0.014783023366714354,0.0,0.014783023366714354
2018-08-08,230.0,322.0,552.0,178.0,111.0,288.0,6.0,69.0,75.0,9315.0,0.0,9315.0,5807.0,99.0,99.0,0.0,52.0,0.0,52.0,0.0,0.0,0.0,1.0,0.0,1.0,0.016317767042404722,0.0,0.016317767042404722
2018-08-09,271.0,277.0,548.0,199.0,115.0,314.0,5.0,81.0,86.0,6518.0,0.0,6518.0,3789.0,71.0,71.0,0.0,24.0,0.0,24.0,0.0,0.0,0.0,4.0,0.0,4.0,0.015188708192697147,0.0,0.015188708192697147
2018-08-10,185.0,246.0,431.0,140.0,103.0,243.0,6.0,65.0,71.0,4111.0,0.0,4111.0,2260.0,35.0,35.0,0.0,13.0,0.0,13.0,1.0,0.0,1.0,0.0,0.0,0.0,0.011919241060569205,0.0,0.011919241060569205
2018-08-11,105.0,233.0,338.0,64.0,84.0,146.0,5.0,40.0,45.0,2824.0,0.0,2824.0,1583.0,31.0,31.0,0.0,8.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013810198300283285,0.0,0.013810198300283285
2018-08-12,91.0,224.0,315.0,66.0,81.0,146.0,3.0,47.0,50.0,2589.0,0.0,2589.0,1462.0,50.0,50.0,0.0,4.0,0.0,4.0,-16.0,0.0,-16.0,2.0,0.0,2.0,0.01544998068752414,0.0,0.01544998068752414
2018-08-13,235.0,319.0,554.0,177.0,110.0,286.0,1.0,82.0,83.0,3752.0,0.0,3752.0,2056.0,31.0,31.0,0.0,13.0,0.0,13.0,0.0,0.0,0.0,1.0,0.0,1.0,0.01199360341151386,0.0,0.01199360341151386
2018-08-14,269.0,276.0,545.0,183.0,115.0,298.0,5.0,63.0,68.0,14202.0,0.0,14202.0,8890.0,333.0,333.0,0.0,38.0,0.0,38.0,6.0,0.0,6.0,1.0,0.0,1.0,0.026615969581749048,0.0,0.026615969581749048
2018-08-15,204.0,305.0,509.0,162.0,127.0,288.0,6.0,83.0,89.0,12832.0,0.0,12832.0,8235.0,350.0,350.0,0.0,36.0,0.0,36.0,0.0,0.0,0.0,6.0,0.0,6.0,0.03054862842892768,0.0,0.03054862842892768
2018-08-16,234.0,255.0,489.0,175.0,97.0,270.0,6.0,70.0,76.0,8663.0,0.0,8663.0,5160.0,208.0,208.0,0.0,18.0,0.0,18.0,1.0,0.0,1.0,2.0,0.0,2.0,0.026434260648736004,0.0,0.026434260648736004
2018-08-17,186.0,255.0,441.0,150.0,101.0,251.0,4.0,79.0,83.0,5583.0,0.0,5583.0,3354.0,135.0,135.0,0.0,14.0,0.0,14.0,2.0,0.0,2.0,3.0,0.0,3.0,0.027583736342468208,0.0,0.027583736342468208
2018-08-18,93.0,324.0,417.0,72.0,106.0,178.0,1.0,55.0,56.0,3254.0,0.0,3254.0,1752.0,54.0,54.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01843884449907806,0.0,0.01843884449907806
2018-08-19,85.0,255.0,340.0,59.0,84.0,142.0,0.0,53.0,53.0,2791.0,0.0,2791.0,1663.0,40.0,40.0,0.0,11.0,0.0,11.0,3.0,0.0,3.0,1.0,0.0,1.0,0.019706198495163023,0.0,0.019706198495163023
2018-08-20,241.0,279.0,520.0,183.0,105.0,288.0,8.0,94.0,102.0,4552.0,0.0,4552.0,2572.0,75.0,75.0,0.0,13.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019332161687170474,0.0,0.019332161687170474
2018-08-21,232.0,290.0,522.0,180.0,90.0,269.0,2.0,67.0,69.0,4199.0,0.0,4199.0,2218.0,63.0,63.0,0.0,9.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017146939747558942,0.0,0.017146939747558942
2018-08-22,269.0,242.0,511.0,185.0,92.0,277.0,2.0,75.0,77.0,3485.0,0.0,3485.0,1632.0,59.0,59.0,0.0,9.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01951219512195122,0.0,0.01951219512195122
2018-08-23,265.0,270.0,535.0,201.0,94.0,294.0,5.0,89.0,94.0,2926.0,0.0,2926.0,1419.0,58.0,58.0,0.0,8.0,0.0,8.0,-1.0,0.0,-1.0,1.0,0.0,1.0,0.022556390977443608,0.0,0.022556390977443608
2018-08-24,209.0,338.0,547.0,159.0,102.0,260.0,2.0,65.0,67.0,2108.0,0.0,2108.0,1046.0,32.0,32.0,0.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018500948766603416,0.0,0.018500948766603416
2018-08-25,86.0,277.0,363.0,55.0,92.0,147.0,3.0,50.0,53.0,1712.0,0.0,1712.0,789.0,49.0,49.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029205607476635514,0.0,0.029205607476635514
2018-08-26,86.0,251.0,337.0,64.0,78.0,142.0,0.0,74.0,74.0,1412.0,0.0,1412.0,686.0,20.0,20.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015580736543909348,0.0,0.015580736543909348
2018-08-27,263.0,389.0,652.0,210.0,117.0,327.0,4.0,79.0,83.0,2117.0,0.0,2117.0,1058.0,21.0,21.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011336797354747285,0.0,0.011336797354747285
2018-08-28,290.0,303.0,593.0,197.0,97.0,293.0,2.0,100.0,102.0,2504.0,0.0,2504.0,1280.0,44.0,44.0,0.0,8.0,0.0,8.0,0.0,0.0,0.0,1.0,0.0,1.0,0.021166134185303515,0.0,0.021166134185303515
2018-08-29,328.0,351.0,679.0,225.0,117.0,342.0,2.0,108.0,110.0,8158.0,0.0,8158.0,4921.0,77.0,77.0,0.0,15.0,0.0,15.0,0.0,0.0,0.0,1.0,0.0,1.0,0.011399852905123804,0.0,0.011399852905123804
2018-08-30,270.0,407.0,677.0,202.0,138.0,339.0,3.0,93.0,96.0,9477.0,141.0,9618.0,6153.0,108.0,110.0,2.0,18.0,0.0,18.0,0.0,0.0,0.0,2.0,0.0,2.0,0.013506383876754248,0.014184397163120567,0.027690781039874816
2018-08-31,184.0,275.0,459.0,143.0,96.0,238.0,2.0,65.0,67.0,5239.0,930.0,6169.0,3407.0,61.0,76.0,15.0,5.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012597824012216072,0.01827956989247312,0.03087739390468919
2018-09-01,90.0,283.0,373.0,71.0,95.0,166.0,1.0,38.0,39.0,3183.0,795.0,3978.0,1996.0,41.0,56.0,15.0,7.0,3.0,10.0,1.0,0.0,1.0,1.0,0.0,1.0,0.015708451146716932,0.022641509433962263,0.038349960580679195
2018-09-02,79.0,266.0,345.0,58.0,87.0,144.0,2.0,53.0,55.0,2010.0,666.0,2676.0,1234.0,33.0,45.0,12.0,2.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017412935323383085,0.024024024024024024,0.04143695934740711
2018-09-03,118.0,257.0,375.0,101.0,94.0,195.0,5.0,71.0,76.0,2846.0,870.0,3716.0,1716.0,35.0,49.0,14.0,3.0,4.0,7.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.013000702740688685,0.022988505747126436,0.03598920848781512
2018-09-04,290.0,263.0,553.0,214.0,86.0,299.0,2.0,168.0,170.0,3609.0,474.0,4083.0,2249.0,35.0,51.0,16.0,8.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011914657799944583,0.03375527426160337,0.04566993206154796
2018-09-05,292.0,347.0,639.0,210.0,105.0,315.0,8.0,109.0,117.0,3351.0,1074.0,4425.0,1872.0,38.0,51.0,13.0,2.0,4.0,6.0,0.0,0.0,0.0,0.0,1.0,1.0,0.011936735302894658,0.01675977653631285,0.028696511839207507
2018-09-06,288.0,321.0,609.0,221.0,128.0,349.0,4.0,113.0,117.0,2512.0,1291.0,3803.0,1404.0,32.0,41.0,9.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.013535031847133758,0.0077459333849728895,0.02128096523210665
2018-09-07,259.0,406.0,665.0,183.0,125.0,307.0,3.0,69.0,72.0,10526.0,905.0,11431.0,7027.0,240.0,252.0,12.0,28.0,1.0,29.0,1.0,0.0,1.0,2.0,0.0,2.0,0.025745772373171195,0.014364640883977901,0.0401104132571491
2018-09-08,120.0,332.0,452.0,88.0,108.0,196.0,2.0,51.0,53.0,7118.0,979.0,8097.0,4502.0,193.0,202.0,9.0,16.0,2.0,18.0,0.0,0.0,0.0,2.0,0.0,2.0,0.02964315819050295,0.011235955056179775,0.040879113246682725
2018-09-09,92.0,310.0,402.0,71.0,91.0,161.0,4.0,47.0,51.0,5132.0,706.0,5838.0,3312.0,113.0,119.0,6.0,12.0,2.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02435697583787997,0.0113314447592068,0.03568842059708677
2018-09-10,246.0,369.0,615.0,196.0,130.0,325.0,4.0,97.0,101.0,17990.0,985.0,18975.0,11176.0,268.0,275.0,7.0,41.0,0.0,41.0,2.0,0.0,2.0,7.0,0.0,7.0,0.017676486937187326,0.007106598984771574,0.0247830859219589
2018-09-11,289.0,331.0,620.0,210.0,106.0,315.0,1.0,90.0,91.0,25465.0,317.0,25782.0,12820.0,225.0,228.0,3.0,65.0,0.0,65.0,5.0,0.0,5.0,3.0,0.0,3.0,0.011702336540349498,0.00946372239747634,0.02116605893782584
