Date,Total page views (desktop),Total page views (mobile),Total page views (total),Total unique visitors (desktop),Total unique visitors (mobile),Total unique visitors (total),Sponsored followers,Organic followers,Total followers,Impressions (organic),Impressions (sponsored),Impressions (total),Unique impressions (organic),Clicks (organic),Clicks (sponsored),Clicks (total),Likes (organic),Likes (sponsored),Likes (total),Comments (organic),Comments (sponsored),Comments (total),Shares (organic),Shares (sponsored),Shares (total),Engagement rate (organic),Engagement rate (sponsored),Engagement rate (total)
2019-03-13,357.0,231.0,588.0,167.0,124.0,291.0,1.0,50.0,51.0,35606.0,12472.0,48078.0,17358.0,543.0,619.0,76.0,360.0,15.0,375.0,18.0,1.0,19.0,35.0,2.0,37.0,0.026849407403246643,0.010824246311738294,0.037673653714984934
2019-03-14,361.0,219.0,580.0,175.0,130.0,305.0,0.0,74.0,74.0,30842.0,12380.0,43222.0,15173.0,365.0,418.0,53.0,324.0,20.0,344.0,11.0,0.0,11.0,46.0,1.0,47.0,0.024187795862784515,0.009369951534733441,0.033557747397517955
2019-03-15,282.0,227.0,509.0,164.0,133.0,297.0,0.0,51.0,51.0,26753.0,8600.0,35353.0,12519.0,348.0,390.0,42.0,244.0,8.0,252.0,23.0,0.0,23.0,25.0,0.0,25.0,0.023922550741972862,0.00872093023255814,0.032643480974531
2019-03-16,181.0,202.0,383.0,73.0,111.0,183.0,0.0,59.0,59.0,17772.0,1412.0,19184.0,8405.0,299.0,307.0,8.0,161.0,2.0,163.0,5.0,0.0,5.0,13.0,0.0,13.0,0.026896241278415486,0.007790368271954674,0.03468660955037016
2019-03-17,128.0,192.0,320.0,64.0,120.0,184.0,0.0,53.0,53.0,14434.0,121.0,14555.0,6903.0,212.0,213.0,1.0,115.0,2.0,117.0,3.0,0.0,3.0,8.0,0.0,8.0,0.023416932243314398,0.06611570247933884,0.08953263472265324
2019-03-18,452.0,210.0,662.0,196.0,125.0,321.0,0.0,74.0,74.0,30166.0,7697.0,37863.0,12945.0,335.0,382.0,47.0,239.0,5.0,244.0,12.0,0.0,12.0,18.0,0.0,18.0,0.02002254193462839,0.009354293880732754,0.029376835815361144
2019-03-19,538.0,231.0,769.0,214.0,158.0,370.0,0.0,191.0,191.0,33329.0,11054.0,44383.0,14990.0,321.0,395.0,74.0,254.0,9.0,263.0,5.0,0.0,5.0,15.0,0.0,15.0,0.017852320801704222,0.00995114890537362,0.02780346970707784
2019-03-20,478.0,216.0,694.0,237.0,131.0,368.0,0.0,114.0,114.0,27746.0,9379.0,37125.0,12872.0,365.0,414.0,49.0,188.0,2.0,190.0,10.0,1.0,11.0,12.0,0.0,12.0,0.02072370792186261,0.011941571596118989,0.0326652795179816
2019-03-21,557.0,250.0,807.0,208.0,131.0,339.0,0.0,173.0,173.0,27490.0,13310.0,40800.0,13293.0,262.0,317.0,55.0,195.0,13.0,208.0,8.0,0.0,8.0,17.0,1.0,18.0,0.017533648599490723,0.01081893313298272,0.028352581732473445
2019-03-22,349.0,251.0,600.0,182.0,136.0,317.0,0.0,124.0,124.0,29014.0,18028.0,47042.0,13719.0,1290.0,1376.0,86.0,202.0,16.0,218.0,2.0,2.0,4.0,4.0,0.0,4.0,0.05163024746674019,0.010982915464832483,0.06261316293157268
2019-03-23,126.0,346.0,472.0,60.0,188.0,248.0,0.0,55.0,55.0,22390.0,16838.0,39228.0,10601.0,814.0,908.0,94.0,125.0,14.0,139.0,6.0,0.0,6.0,6.0,0.0,6.0,0.04247431889236266,0.01187789523696401,0.05435221412932667
2019-03-24,245.0,184.0,429.0,86.0,111.0,196.0,0.0,45.0,45.0,19813.0,15030.0,34843.0,9588.0,511.0,618.0,107.0,127.0,15.0,142.0,4.0,0.0,4.0,12.0,1.0,13.0,0.03300863069701711,0.013572854291417165,0.04658148498843427
2019-03-25,521.0,237.0,758.0,212.0,151.0,362.0,0.0,92.0,92.0,41063.0,12874.0,53937.0,19656.0,809.0,892.0,83.0,582.0,15.0,597.0,21.0,2.0,23.0,22.0,1.0,23.0,0.03492194920000974,0.012661177567189685,0.047583126767199425
2019-03-26,722.0,239.0,961.0,230.0,136.0,362.0,0.0,95.0,95.0,37521.0,12786.0,50307.0,19390.0,549.0,623.0,74.0,401.0,21.0,422.0,7.0,2.0,9.0,12.0,4.0,16.0,0.025825537698888623,0.014781792585640545,0.04060733028452917
2019-03-27,499.0,269.0,768.0,238.0,138.0,373.0,1.0,104.0,105.0,27376.0,11346.0,38722.0,13167.0,364.0,450.0,86.0,204.0,17.0,221.0,4.0,0.0,4.0,14.0,2.0,16.0,0.02140561075394506,0.01621716904635995,0.03762277980030501
2019-03-28,517.0,274.0,791.0,204.0,139.0,342.0,2.0,97.0,99.0,20467.0,10370.0,30837.0,9574.0,290.0,354.0,64.0,168.0,15.0,183.0,3.0,0.0,3.0,8.0,1.0,9.0,0.022914936238823472,0.015525554484088717,0.03844049072291219
2019-03-29,392.0,284.0,676.0,171.0,162.0,333.0,2.0,67.0,69.0,29458.0,18706.0,48164.0,15717.0,351.0,438.0,87.0,444.0,20.0,464.0,27.0,0.0,27.0,50.0,1.0,51.0,0.029601466494670377,0.010584839089062333,0.04018630558373271
2019-03-30,172.0,291.0,463.0,82.0,182.0,263.0,0.0,63.0,63.0,25873.0,16365.0,42238.0,13001.0,328.0,448.0,120.0,302.0,24.0,326.0,13.0,2.0,15.0,14.0,0.0,14.0,0.025393267112433813,0.014482126489459212,0.039875393601893024
2019-03-31,184.0,178.0,362.0,80.0,108.0,187.0,0.0,61.0,61.0,22632.0,6983.0,29615.0,11021.0,283.0,331.0,48.0,180.0,2.0,182.0,4.0,0.0,4.0,11.0,2.0,13.0,0.021120537292329444,0.014177287698696835,0.03529782499102628
2019-04-01,518.0,199.0,717.0,262.0,122.0,382.0,0.0,124.0,124.0,31413.0,10376.0,41789.0,15357.0,266.0,334.0,68.0,255.0,14.0,269.0,15.0,1.0,16.0,20.0,1.0,21.0,0.017699678477063635,0.016287586738627603,0.03398726521569124
2019-04-02,600.0,238.0,838.0,252.0,137.0,388.0,0.0,123.0,123.0,30266.0,10971.0,41237.0,14741.0,274.0,357.0,83.0,245.0,17.0,262.0,7.0,1.0,8.0,15.0,1.0,16.0,0.01787484305821714,0.017409534226597394,0.03528437728481454
2019-04-03,589.0,225.0,814.0,258.0,130.0,388.0,0.0,67.0,67.0,25322.0,8284.0,33606.0,12432.0,229.0,274.0,45.0,189.0,10.0,199.0,3.0,1.0,4.0,14.0,1.0,15.0,0.017178737856409446,0.013761467889908258,0.030940205746317704
2019-04-04,593.0,309.0,902.0,263.0,152.0,413.0,0.0,103.0,103.0,22188.0,11616.0,33804.0,10758.0,238.0,311.0,73.0,180.0,22.0,202.0,7.0,2.0,9.0,7.0,1.0,8.0,0.019469983775013522,0.01756198347107438,0.0370319672460879
2019-04-05,518.0,329.0,847.0,186.0,154.0,339.0,0.0,79.0,79.0,31756.0,8914.0,40670.0,16996.0,336.0,402.0,66.0,457.0,14.0,471.0,35.0,0.0,35.0,64.0,0.0,64.0,0.02808917999748079,0.015256899259591653,0.04334607925707244
2019-04-06,136.0,256.0,392.0,76.0,150.0,225.0,0.0,55.0,55.0,25750.0,7689.0,33439.0,14414.0,440.0,497.0,57.0,304.0,9.0,313.0,8.0,0.0,8.0,30.0,1.0,31.0,0.03036893203883495,0.017557549746390948,0.0479264817852259
2019-04-07,184.0,234.0,418.0,104.0,134.0,238.0,0.0,56.0,56.0,27482.0,7442.0,34924.0,13636.0,523.0,575.0,52.0,268.0,5.0,273.0,3.0,0.0,3.0,15.0,0.0,15.0,0.02943744996725129,0.015049717817790917,0.044487167785042206
2019-04-08,771.0,211.0,982.0,270.0,142.0,409.0,0.0,92.0,92.0,46043.0,10433.0,56476.0,21179.0,791.0,851.0,60.0,373.0,11.0,384.0,20.0,2.0,22.0,31.0,0.0,31.0,0.02638837608322655,0.016773698840218537,0.043162074923445086
2019-04-09,751.0,250.0,1001.0,271.0,149.0,416.0,0.0,90.0,90.0,41465.0,16290.0,57755.0,19219.0,637.0,735.0,98.0,367.0,16.0,383.0,17.0,1.0,18.0,38.0,3.0,41.0,0.025539611720728325,0.01307550644567219,0.038615118166400515
2019-04-10,764.0,337.0,1101.0,291.0,191.0,480.0,0.0,86.0,86.0,34610.0,20712.0,55322.0,16508.0,424.0,571.0,147.0,251.0,35.0,286.0,18.0,0.0,18.0,23.0,3.0,26.0,0.02068766252528171,0.014629200463499421,0.03531686298878113
2019-04-11,578.0,249.0,827.0,212.0,136.0,345.0,1.0,95.0,96.0,30965.0,8174.0,39139.0,14732.0,376.0,426.0,50.0,253.0,10.0,263.0,15.0,0.0,15.0,24.0,0.0,24.0,0.021572743419990312,0.013946660141913383,0.035519403561903695
2019-04-12,506.0,178.0,684.0,208.0,126.0,334.0,1.0,87.0,88.0,35971.0,8475.0,44446.0,17614.0,416.0,461.0,45.0,529.0,8.0,537.0,28.0,0.0,28.0,49.0,0.0,49.0,0.028411776153012148,0.012389380530973451,0.040801156683985595
2019-04-13,190.0,268.0,458.0,72.0,160.0,232.0,1.0,55.0,56.0,30459.0,7140.0,37599.0,17420.0,371.0,424.0,53.0,364.0,4.0,368.0,18.0,0.0,18.0,25.0,1.0,26.0,0.025542532584786105,0.01484593837535014,0.040388470960136244
2019-04-14,630.0,174.0,804.0,119.0,114.0,231.0,1.0,36.0,37.0,26091.0,4907.0,30998.0,14746.0,304.0,332.0,28.0,183.0,6.0,189.0,12.0,0.0,12.0,7.0,0.0,7.0,0.01939366064926603,0.017525983289178725,0.036919643938444754
2019-04-15,1259.0,236.0,1495.0,263.0,124.0,385.0,0.0,85.0,85.0,36303.0,5055.0,41358.0,20707.0,367.0,389.0,22.0,244.0,5.0,249.0,11.0,0.0,11.0,11.0,1.0,12.0,0.017436575489628955,0.013452027695351138,0.030888603184980094
2019-04-16,1208.0,221.0,1429.0,272.0,124.0,393.0,0.0,65.0,65.0,34789.0,3852.0,38641.0,19039.0,381.0,405.0,24.0,244.0,7.0,251.0,5.0,0.0,5.0,11.0,0.0,11.0,0.01842536433930265,0.020249221183800622,0.03867458552310327
2019-04-17,733.0,225.0,958.0,233.0,137.0,369.0,0.0,69.0,69.0,29651.0,4007.0,33658.0,15351.0,358.0,374.0,16.0,208.0,5.0,213.0,6.0,0.0,6.0,11.0,1.0,12.0,0.019662068732926377,0.01672073870726229,0.036382807440188666
2019-04-18,5642.0,210.0,5852.0,293.0,127.0,418.0,0.0,75.0,75.0,28932.0,3975.0,32907.0,14059.0,324.0,352.0,28.0,189.0,4.0,193.0,9.0,0.0,9.0,13.0,0.0,13.0,0.01849163555924236,0.016855345911949687,0.03534698147119204
2019-04-19,1186.0,267.0,1453.0,217.0,138.0,354.0,0.0,74.0,74.0,25224.0,10086.0,35310.0,12076.0,243.0,302.0,59.0,191.0,15.0,206.0,3.0,0.0,3.0,8.0,0.0,8.0,0.017641928322232794,0.014376363275827881,0.032018291598060675
2019-04-20,187.0,232.0,419.0,89.0,152.0,240.0,0.0,31.0,31.0,22247.0,10858.0,33105.0,9531.0,345.0,409.0,64.0,175.0,11.0,186.0,2.0,0.0,2.0,8.0,1.0,9.0,0.0238234368678923,0.012249032971081231,0.03607246983897353
2019-04-21,279.0,286.0,565.0,73.0,132.0,204.0,0.0,48.0,48.0,20907.0,8900.0,29807.0,9612.0,563.0,614.0,51.0,152.0,12.0,164.0,5.0,0.0,5.0,5.0,0.0,5.0,0.03467738078155642,0.012247191011235956,0.04692457179279237
2019-04-22,423.0,300.0,723.0,196.0,180.0,375.0,0.0,71.0,71.0,32615.0,16682.0,49297.0,14627.0,556.0,656.0,100.0,192.0,16.0,208.0,6.0,2.0,8.0,15.0,0.0,15.0,0.023578108232408402,0.012468528953362906,0.03604663718577131
2019-04-23,456.0,227.0,683.0,220.0,141.0,361.0,0.0,107.0,107.0,27996.0,5982.0,33978.0,13210.0,292.0,338.0,46.0,154.0,5.0,159.0,6.0,0.0,6.0,12.0,0.0,12.0,0.016573796256608087,0.019391507856904047,0.035965304113512134
2019-04-24,326.0,187.0,513.0,177.0,120.0,296.0,0.0,95.0,95.0,31030.0,5052.0,36082.0,14448.0,235.0,265.0,30.0,188.0,6.0,194.0,6.0,0.0,6.0,11.0,0.0,11.0,0.014179825974863036,0.020783847980997625,0.03496367395586066
2019-04-25,504.0,280.0,784.0,189.0,146.0,334.0,0.0,92.0,92.0,26607.0,5210.0,31817.0,12379.0,296.0,330.0,34.0,191.0,11.0,202.0,5.0,0.0,5.0,11.0,2.0,13.0,0.018904799488856316,0.021305182341650672,0.04020998183050699
2019-04-26,354.0,172.0,526.0,164.0,112.0,274.0,1.0,50.0,51.0,25315.0,7965.0,33280.0,12096.0,243.0,289.0,46.0,231.0,9.0,240.0,7.0,0.0,7.0,15.0,1.0,16.0,0.019593126604779774,0.01669805398618958,0.03629118059096935
2019-04-27,249.0,334.0,583.0,87.0,192.0,279.0,0.0,41.0,41.0,22749.0,11806.0,34555.0,10934.0,264.0,337.0,73.0,171.0,14.0,185.0,2.0,1.0,3.0,18.0,0.0,18.0,0.020000879159523494,0.012197187870574284,0.03219806703009778
2019-04-28,105.0,217.0,322.0,66.0,144.0,209.0,0.0,53.0,53.0,25496.0,5324.0,30820.0,11250.0,385.0,423.0,38.0,204.0,4.0,208.0,6.0,0.0,6.0,19.0,0.0,19.0,0.0240822089739567,0.010706235912847483,0.03478844488680419
2019-04-29,269.0,194.0,463.0,157.0,114.0,269.0,0.0,57.0,57.0,37368.0,3132.0,40500.0,15765.0,393.0,405.0,12.0,306.0,4.0,310.0,18.0,0.0,18.0,19.0,0.0,19.0,0.01969599657460929,0.013090676883780333,0.03278667345838962
2019-04-30,421.0,183.0,604.0,203.0,113.0,316.0,0.0,93.0,93.0,31596.0,2775.0,34371.0,14080.0,309.0,326.0,17.0,261.0,2.0,263.0,15.0,0.0,15.0,14.0,0.0,14.0,0.018958095961514116,0.016936936936936937,0.03589503289845106
2019-05-01,317.0,240.0,557.0,163.0,131.0,292.0,0.0,66.0,66.0,28405.0,3167.0,31572.0,13293.0,247.0,268.0,21.0,162.0,4.0,166.0,5.0,0.0,5.0,10.0,0.0,10.0,0.014926949480725224,0.019892642879696873,0.0348195923604221
2019-05-02,341.0,183.0,524.0,132.0,115.0,246.0,0.0,63.0,63.0,25440.0,2795.0,28235.0,12397.0,209.0,234.0,25.0,166.0,3.0,169.0,6.0,0.0,6.0,9.0,0.0,9.0,0.015330188679245283,0.017531305903398926,0.03286149458264421
2019-05-03,299.0,253.0,552.0,150.0,133.0,282.0,0.0,60.0,60.0,19142.0,2886.0,22028.0,9535.0,218.0,231.0,13.0,166.0,3.0,169.0,9.0,0.0,9.0,4.0,0.0,4.0,0.020739734614982762,0.01282051282051282,0.033560247435495585
2019-05-04,102.0,203.0,305.0,58.0,119.0,177.0,0.0,41.0,41.0,12901.0,2290.0,15191.0,6481.0,234.0,244.0,10.0,245.0,0.0,245.0,7.0,0.0,7.0,6.0,0.0,6.0,0.038136578559801564,0.010917030567685589,0.04905360912748715
2019-05-05,110.0,209.0,319.0,55.0,123.0,178.0,0.0,43.0,43.0,17790.0,2442.0,20232.0,8814.0,244.0,257.0,13.0,200.0,5.0,205.0,0.0,0.0,0.0,4.0,0.0,4.0,0.025182686902754357,0.015151515151515152,0.040334202054269505
2019-05-06,386.0,197.0,583.0,177.0,116.0,292.0,0.0,71.0,71.0,31292.0,2794.0,34086.0,14912.0,309.0,315.0,6.0,352.0,2.0,354.0,6.0,0.0,6.0,5.0,0.0,5.0,0.02147513741531382,0.006800286327845383,0.028275423743159202
2019-05-07,359.0,242.0,601.0,188.0,129.0,316.0,0.0,83.0,83.0,43140.0,1990.0,45130.0,22978.0,353.0,358.0,5.0,495.0,2.0,497.0,9.0,0.0,9.0,18.0,0.0,18.0,0.020282800185442745,0.013567839195979899,0.033850639381422645
2019-05-08,359.0,242.0,601.0,185.0,131.0,315.0,0.0,100.0,100.0,28353.0,1336.0,29689.0,15336.0,222.0,228.0,6.0,268.0,1.0,269.0,7.0,0.0,7.0,8.0,0.0,8.0,0.017811166366874756,0.01347305389221557,0.03128422025909033
2019-05-09,279.0,232.0,511.0,159.0,127.0,286.0,0.0,68.0,68.0,20194.0,1333.0,21527.0,10398.0,135.0,137.0,2.0,148.0,0.0,148.0,5.0,0.0,5.0,9.0,0.0,9.0,0.014707338813508964,0.012753188297074268,0.027460527110583232
2019-05-10,247.0,173.0,420.0,135.0,111.0,245.0,0.0,60.0,60.0,20044.0,2819.0,22863.0,10977.0,182.0,192.0,10.0,162.0,3.0,165.0,9.0,0.0,9.0,5.0,0.0,5.0,0.017860706445819198,0.009932600212841433,0.02779330665866063
2019-05-11,113.0,264.0,377.0,57.0,168.0,225.0,0.0,40.0,40.0,23866.0,13045.0,36911.0,11720.0,382.0,475.0,93.0,212.0,14.0,226.0,9.0,0.0,9.0,4.0,0.0,4.0,0.025433671331601442,0.013108470678420851,0.03854214201002229
2019-05-12,114.0,208.0,322.0,61.0,124.0,185.0,0.0,45.0,45.0,28714.0,3133.0,31847.0,14583.0,849.0,868.0,19.0,287.0,6.0,293.0,8.0,0.0,8.0,3.0,0.0,3.0,0.039945671101204984,0.013724864347270986,0.05367053544847597
2019-05-13,365.0,243.0,608.0,169.0,137.0,304.0,0.0,83.0,83.0,35111.0,1590.0,36701.0,17415.0,624.0,629.0,5.0,301.0,2.0,303.0,5.0,0.0,5.0,9.0,0.0,9.0,0.026743755518213664,0.012578616352201259,0.03932237187041492
2019-05-14,373.0,194.0,567.0,191.0,126.0,316.0,0.0,73.0,73.0,27136.0,1433.0,28569.0,13574.0,377.0,382.0,5.0,203.0,1.0,204.0,5.0,0.0,5.0,4.0,0.0,4.0,0.021705483490566037,0.01674808094905792,0.03845356443962396
2019-05-15,322.0,178.0,500.0,176.0,117.0,292.0,0.0,57.0,57.0,38866.0,180.0,39046.0,19513.0,481.0,481.0,0.0,542.0,0.0,542.0,11.0,0.0,11.0,17.0,0.0,17.0,0.027041630216641795,0.005555555555555556,0.03259718577219735
2019-05-16,471.0,222.0,693.0,178.0,137.0,315.0,0.0,81.0,81.0,48122.0,189.0,48311.0,26948.0,524.0,525.0,1.0,471.0,0.0,471.0,8.0,0.0,8.0,26.0,0.0,26.0,0.02138315115747475,0.005291005291005291,0.026674156448480042
2019-05-17,291.0,283.0,574.0,150.0,141.0,290.0,0.0,49.0,49.0,38210.0,129.0,38339.0,18825.0,455.0,456.0,1.0,511.0,0.0,511.0,17.0,0.0,17.0,30.0,0.0,30.0,0.02651138445433133,0.007751937984496124,0.03426332243882745
2019-05-18,125.0,198.0,323.0,68.0,106.0,174.0,0.0,32.0,32.0,23789.0,62.0,23851.0,12692.0,333.0,333.0,0.0,309.0,2.0,311.0,2.0,0.0,2.0,12.0,0.0,12.0,0.027575770314010678,0.03225806451612903,0.05983383483013971
2019-05-19,173.0,167.0,340.0,52.0,90.0,142.0,0.0,33.0,33.0,18260.0,39.0,18299.0,9835.0,283.0,283.0,0.0,190.0,0.0,190.0,6.0,0.0,6.0,19.0,0.0,19.0,0.02727272727272727,0.02564102564102564,0.052913752913752915
2019-05-20,274.0,195.0,469.0,138.0,106.0,244.0,1.0,72.0,73.0,29537.0,112.0,29649.0,15847.0,222.0,223.0,1.0,251.0,0.0,251.0,7.0,0.0,7.0,12.0,0.0,12.0,0.01665707417814944,0.008928571428571428,0.02558564560672087
2019-05-21,477.0,236.0,713.0,170.0,127.0,296.0,0.0,77.0,77.0,27096.0,146.0,27242.0,13799.0,288.0,289.0,1.0,196.0,0.0,196.0,11.0,0.0,11.0,10.0,0.0,10.0,0.018637437260112192,0.00684931506849315,0.025486752328605342
2019-05-22,356.0,186.0,542.0,167.0,90.0,255.0,0.0,64.0,64.0,19242.0,163.0,19405.0,9729.0,203.0,206.0,3.0,138.0,1.0,139.0,2.0,0.0,2.0,5.0,0.0,5.0,0.01808543810414718,0.024539877300613498,0.04262531540476068
2019-05-23,314.0,202.0,516.0,167.0,123.0,290.0,0.0,81.0,81.0,28503.0,171.0,28674.0,13540.0,247.0,247.0,0.0,108.0,1.0,109.0,6.0,0.0,6.0,5.0,0.0,5.0,0.012840753604883697,0.011695906432748537,0.024536660037632232
2019-05-24,271.0,205.0,476.0,145.0,124.0,269.0,0.0,58.0,58.0,24146.0,7628.0,31774.0,11639.0,211.0,245.0,34.0,164.0,9.0,173.0,5.0,0.0,5.0,11.0,0.0,11.0,0.016193158287086888,0.008914525432616675,0.025107683719703563
2019-05-25,127.0,217.0,344.0,60.0,137.0,197.0,0.0,16.0,16.0,12559.0,8958.0,21517.0,6171.0,128.0,180.0,52.0,102.0,15.0,117.0,0.0,0.0,0.0,4.0,1.0,5.0,0.018632056692411816,0.0106050457691449,0.029237102461556717
2019-05-26,73.0,181.0,254.0,41.0,99.0,140.0,0.0,34.0,34.0,12843.0,1238.0,14081.0,6565.0,190.0,200.0,10.0,121.0,2.0,123.0,2.0,0.0,2.0,6.0,0.0,6.0,0.024838433387837734,0.013731825525040387,0.03857025891287812
2019-05-27,193.0,178.0,371.0,76.0,108.0,184.0,0.0,36.0,36.0,23375.0,122.0,23497.0,11858.0,265.0,265.0,0.0,353.0,0.0,353.0,8.0,0.0,8.0,20.0,0.0,20.0,0.027636363636363636,0.0,0.027636363636363636
2019-05-28,448.0,192.0,640.0,176.0,102.0,276.0,0.0,50.0,50.0,33629.0,186.0,33815.0,18217.0,259.0,260.0,1.0,285.0,2.0,287.0,2.0,0.0,2.0,10.0,1.0,11.0,0.016533349192661095,0.021505376344086023,0.038038725536747114
2019-05-29,345.0,200.0,545.0,186.0,106.0,291.0,0.0,50.0,50.0,24203.0,213.0,24416.0,12335.0,209.0,210.0,1.0,179.0,0.0,179.0,5.0,0.0,5.0,5.0,0.0,5.0,0.016444242449283147,0.009389671361502348,0.025833913810785494
2019-05-30,376.0,169.0,545.0,173.0,106.0,279.0,1.0,70.0,71.0,19312.0,225.0,19537.0,9564.0,188.0,190.0,2.0,125.0,0.0,125.0,2.0,0.0,2.0,8.0,0.0,8.0,0.016725352112676055,0.017777777777777778,0.03450312989045383
2019-05-31,254.0,151.0,405.0,156.0,107.0,263.0,0.0,53.0,53.0,21460.0,220.0,21680.0,10210.0,228.0,235.0,7.0,176.0,0.0,176.0,1.0,0.0,1.0,13.0,0.0,13.0,0.019478098788443615,0.031818181818181815,0.05129628060662543
2019-06-01,91.0,167.0,258.0,54.0,101.0,154.0,0.0,22.0,22.0,15031.0,173.0,15204.0,7204.0,152.0,155.0,3.0,116.0,1.0,117.0,2.0,0.0,2.0,7.0,0.0,7.0,0.018428580932739008,0.028901734104046242,0.04733031503678525
2019-06-02,124.0,192.0,316.0,46.0,96.0,141.0,0.0,42.0,42.0,11895.0,171.0,12066.0,5907.0,155.0,157.0,2.0,74.0,0.0,74.0,0.0,0.0,0.0,4.0,0.0,4.0,0.01958806221101303,0.011695906432748537,0.03128396864376157
2019-06-03,447.0,198.0,645.0,165.0,116.0,280.0,0.0,52.0,52.0,16019.0,6904.0,22923.0,7669.0,147.0,179.0,32.0,86.0,3.0,89.0,-2.0,0.0,-2.0,2.0,0.0,2.0,0.014545227542293527,0.009269988412514484,0.02381521595480801
2019-06-04,480.0,258.0,738.0,177.0,150.0,326.0,0.0,76.0,76.0,14295.0,12213.0,26508.0,6348.0,137.0,219.0,82.0,80.0,12.0,92.0,5.0,0.0,5.0,2.0,1.0,3.0,0.015669814620496676,0.01203635470400393,0.027706169324500606
2019-06-05,381.0,188.0,569.0,161.0,117.0,278.0,0.0,49.0,49.0,20529.0,275.0,20804.0,10340.0,213.0,217.0,4.0,91.0,0.0,91.0,1.0,0.0,1.0,6.0,0.0,6.0,0.015149300988845048,0.014545454545454545,0.029694755534299594
2019-06-06,403.0,214.0,617.0,184.0,130.0,312.0,0.0,54.0,54.0,21326.0,255.0,21581.0,9774.0,210.0,213.0,3.0,99.0,1.0,100.0,0.0,0.0,0.0,5.0,0.0,5.0,0.01472381131013786,0.027450980392156862,0.042174791702294726
2019-06-07,251.0,248.0,499.0,135.0,152.0,286.0,0.0,62.0,62.0,26155.0,238.0,26393.0,12654.0,373.0,378.0,5.0,311.0,0.0,311.0,31.0,0.0,31.0,14.0,0.0,14.0,0.027872299751481554,0.02100840336134454,0.04888070311282609
2019-06-08,73.0,213.0,286.0,46.0,112.0,157.0,1.0,39.0,40.0,28419.0,196.0,28615.0,14901.0,765.0,768.0,3.0,534.0,0.0,534.0,24.0,0.0,24.0,40.0,0.0,40.0,0.04796087124810866,0.015306122448979591,0.06326699369708826
2019-06-09,126.0,210.0,336.0,62.0,112.0,174.0,0.0,46.0,46.0,44690.0,205.0,44895.0,24825.0,1393.0,1394.0,1.0,687.0,1.0,688.0,20.0,0.0,20.0,45.0,0.0,45.0,0.047997314835533676,0.00975609756097561,0.05775341239650929
